Data,Set Size,Individual MSE,number of random models,Method,MSE
Folk_Income_Data,9,"[0.1369, 0.143, 0.1337, 0.1342, 0.1639, 0.18, 0.25, 0.1459, 0.25]",2,random_selection,0.134
Folk_Income_Data,9,"[0.1369, 0.143, 0.1337, 0.1342, 0.1639, 0.18, 0.25, 0.1459, 0.25]",2,sequential reconcile,0.134
Folk_Income_Data,9,"[0.1369, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",3,mode,0.229
Folk_Income_Data,9,"[0.1369, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",3,randomized,0.183
Folk_Income_Data,9,"[0.1369, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",3,random_selection,0.25
Folk_Income_Data,9,"[0.1369, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",3,sequential reconcile,0.14
Folk_Income_Data,9,"[0.25, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",4,mode,0.25
Folk_Income_Data,9,"[0.25, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",4,randomized,0.198
Folk_Income_Data,9,"[0.25, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",4,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.143, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",4,sequential reconcile,0.14
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",5,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",5,randomized,0.207
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",5,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.1459, 0.25]",5,sequential reconcile,0.141
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",6,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",6,randomized,0.219
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",6,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1337, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",6,sequential reconcile,0.134
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",7,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",7,randomized,0.234
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",7,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1639, 0.18, 0.25, 0.25, 0.25]",7,sequential reconcile,0.173
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25, 0.25]",8,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25, 0.25]",8,randomized,0.241
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25, 0.25]",8,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25, 0.25]",8,sequential reconcile,0.173
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.208, 0.2131]",0,mode,0.209
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.208, 0.2131]",0,randomized,0.21
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.208, 0.2131]",0,random_selection,0.208
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.208, 0.2131]",0,sequential reconcile,0.208
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.2131]",1,mode,0.209
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.2131]",1,randomized,0.219
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.2131]",1,random_selection,0.211
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.2131]",1,sequential reconcile,0.208
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.25]",2,mode,0.25
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.25]",2,randomized,0.227
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.25]",2,random_selection,0.208
Folk_Travel_Data,5,"[0.2086, 0.2113, 0.2077, 0.25, 0.25]",2,sequential reconcile,0.211
Folk_Travel_Data,5,"[0.2086, 0.25, 0.2077, 0.25, 0.25]",3,mode,0.25
Folk_Travel_Data,5,"[0.2086, 0.25, 0.2077, 0.25, 0.25]",3,randomized,0.233
Folk_Travel_Data,5,"[0.2086, 0.25, 0.2077, 0.25, 0.25]",3,random_selection,0.25
Folk_Travel_Data,5,"[0.2086, 0.25, 0.2077, 0.25, 0.25]",3,sequential reconcile,0.219
Folk_Travel_Data,5,"[0.25, 0.25, 0.2077, 0.25, 0.25]",4,mode,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.2077, 0.25, 0.25]",4,randomized,0.242
Folk_Travel_Data,5,"[0.25, 0.25, 0.2077, 0.25, 0.25]",4,random_selection,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.2077, 0.25, 0.25]",4,sequential reconcile,0.208
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,mode,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,randomized,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,random_selection,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,sequential reconcile,0.25
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.2099, 0.2325, 0.1937, 0.1882, 0.2465]",0,mode,0.187
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.2099, 0.2325, 0.1937, 0.1882, 0.2465]",0,randomized,0.199
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.2099, 0.2325, 0.1937, 0.1882, 0.2465]",0,random_selection,0.233
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.2099, 0.2325, 0.1937, 0.1882, 0.2465]",0,sequential reconcile,0.184
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.1882, 0.2465]",1,mode,0.177
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.1882, 0.2465]",1,randomized,0.2
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.1882, 0.2465]",1,random_selection,0.175
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.1882, 0.2465]",1,sequential reconcile,0.188
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",2,mode,0.248
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",2,randomized,0.208
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",2,random_selection,0.174
Folk_Mobility_Data,9,"[0.1745, 0.1731, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",2,sequential reconcile,0.174
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",3,mode,0.25
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",3,randomized,0.217
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",3,random_selection,0.194
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.1937, 0.25, 0.2465]",3,sequential reconcile,0.174
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",4,mode,0.25
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",4,randomized,0.221
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",4,random_selection,0.25
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.1741, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",4,sequential reconcile,0.173
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",5,mode,0.25
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",5,randomized,0.232
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",5,random_selection,0.247
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.174, 0.25, 0.2325, 0.25, 0.25, 0.2465]",5,sequential reconcile,0.179
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.2325, 0.25, 0.25, 0.2465]",6,mode,0.25
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.2325, 0.25, 0.25, 0.2465]",6,randomized,0.24
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.2325, 0.25, 0.25, 0.2465]",6,random_selection,0.247
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.2325, 0.25, 0.25, 0.2465]",6,sequential reconcile,0.208
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",7,mode,0.25
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",7,randomized,0.242
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",7,random_selection,0.25
Folk_Mobility_Data,9,"[0.1745, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",7,sequential reconcile,0.187
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",8,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",8,randomized,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",8,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2465]",8,sequential reconcile,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.0225, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",0,mean,0.019
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.0225, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",0,randomized,0.023
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.0225, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",0,random_selection,0.02
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.0225, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",0,sequential reconcile,0.027
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.2086, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",1,mean,0.02
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.2086, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",1,randomized,0.034
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.2086, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",1,random_selection,0.02
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.0215, 0.2086, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",1,sequential reconcile,0.021
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.2126, 0.1922, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",2,mean,0.025
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.2126, 0.1922, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",2,randomized,0.055
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.2126, 0.1922, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",2,random_selection,0.03
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.0197, 0.2126, 0.1922, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",2,sequential reconcile,0.03
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2048, 0.1983, 0.1874, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",3,mean,0.028
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2048, 0.1983, 0.1874, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",3,randomized,0.083
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2048, 0.1983, 0.1874, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",3,random_selection,0.03
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2048, 0.1983, 0.1874, 0.0301, 0.0299, 0.0198, 0.0198, 0.0266]",3,sequential reconcile,0.025
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2024, 0.197, 0.21, 0.0301, 0.0299, 0.2181, 0.0198, 0.0266]",4,mean,0.035
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2024, 0.197, 0.21, 0.0301, 0.0299, 0.2181, 0.0198, 0.0266]",4,randomized,0.094
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2024, 0.197, 0.21, 0.0301, 0.0299, 0.2181, 0.0198, 0.0266]",4,random_selection,0.207
Communities_Data,11,"[0.0219, 0.0218, 0.0201, 0.2024, 0.197, 0.21, 0.0301, 0.0299, 0.2181, 0.0198, 0.0266]",4,sequential reconcile,0.042
Communities_Data,11,"[0.0219, 0.2154, 0.0201, 0.2108, 0.2052, 0.2072, 0.0301, 0.0299, 0.2183, 0.0198, 0.0266]",5,mean,0.041
Communities_Data,11,"[0.0219, 0.2154, 0.0201, 0.2108, 0.2052, 0.2072, 0.0301, 0.0299, 0.2183, 0.0198, 0.0266]",5,randomized,0.115
Communities_Data,11,"[0.0219, 0.2154, 0.0201, 0.2108, 0.2052, 0.2072, 0.0301, 0.0299, 0.2183, 0.0198, 0.0266]",5,random_selection,0.187
Communities_Data,11,"[0.0219, 0.2154, 0.0201, 0.2108, 0.2052, 0.2072, 0.0301, 0.0299, 0.2183, 0.0198, 0.0266]",5,sequential reconcile,0.033
Communities_Data,11,"[0.0219, 0.1946, 0.1932, 0.1864, 0.2078, 0.2107, 0.0301, 0.0299, 0.2035, 0.0198, 0.0266]",6,mean,0.052
Communities_Data,11,"[0.0219, 0.1946, 0.1932, 0.1864, 0.2078, 0.2107, 0.0301, 0.0299, 0.2035, 0.0198, 0.0266]",6,randomized,0.117
Communities_Data,11,"[0.0219, 0.1946, 0.1932, 0.1864, 0.2078, 0.2107, 0.0301, 0.0299, 0.2035, 0.0198, 0.0266]",6,random_selection,0.199
Communities_Data,11,"[0.0219, 0.1946, 0.1932, 0.1864, 0.2078, 0.2107, 0.0301, 0.0299, 0.2035, 0.0198, 0.0266]",6,sequential reconcile,0.028
Communities_Data,11,"[0.0219, 0.2091, 0.2218, 0.1921, 0.2077, 0.195, 0.0301, 0.0299, 0.2014, 0.0198, 0.2086]",7,mean,0.064
Communities_Data,11,"[0.0219, 0.2091, 0.2218, 0.1921, 0.2077, 0.195, 0.0301, 0.0299, 0.2014, 0.0198, 0.2086]",7,randomized,0.125
Communities_Data,11,"[0.0219, 0.2091, 0.2218, 0.1921, 0.2077, 0.195, 0.0301, 0.0299, 0.2014, 0.0198, 0.2086]",7,random_selection,0.21
Communities_Data,11,"[0.0219, 0.2091, 0.2218, 0.1921, 0.2077, 0.195, 0.0301, 0.0299, 0.2014, 0.0198, 0.2086]",7,sequential reconcile,0.043
Communities_Data,11,"[0.203, 0.2001, 0.2008, 0.2073, 0.2032, 0.2026, 0.0301, 0.0299, 0.208, 0.0198, 0.226]",8,mean,0.076
Communities_Data,11,"[0.203, 0.2001, 0.2008, 0.2073, 0.2032, 0.2026, 0.0301, 0.0299, 0.208, 0.0198, 0.226]",8,randomized,0.165
Communities_Data,11,"[0.203, 0.2001, 0.2008, 0.2073, 0.2032, 0.2026, 0.0301, 0.0299, 0.208, 0.0198, 0.226]",8,random_selection,0.186
Communities_Data,11,"[0.203, 0.2001, 0.2008, 0.2073, 0.2032, 0.2026, 0.0301, 0.0299, 0.208, 0.0198, 0.226]",8,sequential reconcile,0.02
Communities_Data,11,"[0.1851, 0.2068, 0.2062, 0.2044, 0.2084, 0.2102, 0.1939, 0.0299, 0.2104, 0.0198, 0.212]",9,mean,0.089
Communities_Data,11,"[0.1851, 0.2068, 0.2062, 0.2044, 0.2084, 0.2102, 0.1939, 0.0299, 0.2104, 0.0198, 0.212]",9,randomized,0.165
Communities_Data,11,"[0.1851, 0.2068, 0.2062, 0.2044, 0.2084, 0.2102, 0.1939, 0.0299, 0.2104, 0.0198, 0.212]",9,random_selection,0.03
Communities_Data,11,"[0.1851, 0.2068, 0.2062, 0.2044, 0.2084, 0.2102, 0.1939, 0.0299, 0.2104, 0.0198, 0.212]",9,sequential reconcile,0.037
Communities_Data,11,"[0.2039, 0.2265, 0.2005, 0.2008, 0.2299, 0.2087, 0.197, 0.1972, 0.2049, 0.0198, 0.1848]",10,mean,0.112
Communities_Data,11,"[0.2039, 0.2265, 0.2005, 0.2008, 0.2299, 0.2087, 0.197, 0.1972, 0.2049, 0.0198, 0.1848]",10,randomized,0.196
Communities_Data,11,"[0.2039, 0.2265, 0.2005, 0.2008, 0.2299, 0.2087, 0.197, 0.1972, 0.2049, 0.0198, 0.1848]",10,random_selection,0.21
Communities_Data,11,"[0.2039, 0.2265, 0.2005, 0.2008, 0.2299, 0.2087, 0.197, 0.1972, 0.2049, 0.0198, 0.1848]",10,sequential reconcile,0.033
Communities_Data,11,"[0.1987, 0.2086, 0.2028, 0.1927, 0.1964, 0.2084, 0.2107, 0.211, 0.207, 0.1877, 0.2111]",11,mean,0.121
Communities_Data,11,"[0.1987, 0.2086, 0.2028, 0.1927, 0.1964, 0.2084, 0.2107, 0.211, 0.207, 0.1877, 0.2111]",11,randomized,0.202
Communities_Data,11,"[0.1987, 0.2086, 0.2028, 0.1927, 0.1964, 0.2084, 0.2107, 0.211, 0.207, 0.1877, 0.2111]",11,random_selection,0.199
Communities_Data,11,"[0.1987, 0.2086, 0.2028, 0.1927, 0.1964, 0.2084, 0.2107, 0.211, 0.207, 0.1877, 0.2111]",11,sequential reconcile,0.076
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.2083, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",0,mode,0.233
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.2083, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",0,randomized,0.222
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.2083, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",0,random_selection,0.225
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.2083, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",0,sequential reconcile,0.212
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",1,mode,0.234
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",1,randomized,0.23
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",1,random_selection,0.225
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.2292]",1,sequential reconcile,0.208
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.25]",2,mode,0.248
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.25]",2,randomized,0.227
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.25]",2,random_selection,0.214
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.2377, 0.2285, 0.2046, 0.248, 0.25]",2,sequential reconcile,0.217
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",3,mode,0.25
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",3,randomized,0.225
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",3,random_selection,0.229
Compas_Data,9,"[0.2254, 0.2143, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",3,sequential reconcile,0.205
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",4,mode,0.25
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",4,randomized,0.231
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",4,random_selection,0.248
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.2046, 0.248, 0.25]",4,sequential reconcile,0.22
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",5,mode,0.25
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",5,randomized,0.246
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",5,random_selection,0.208
Compas_Data,9,"[0.2254, 0.25, 0.2085, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",5,sequential reconcile,0.219
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",6,mode,0.25
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",6,randomized,0.244
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",6,random_selection,0.25
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.2285, 0.25, 0.248, 0.25]",6,sequential reconcile,0.225
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.248, 0.25]",7,mode,0.25
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.248, 0.25]",7,randomized,0.247
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.248, 0.25]",7,random_selection,0.25
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.248, 0.25]",7,sequential reconcile,0.228
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.249
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
Compas_Data,9,"[0.2254, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.226
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Adult_Data,9,"[0.1264, 0.1189, 0.1091, 0.1091, 0.1348, 0.1507, 0.1208, 0.111, 0.2251]",0,mode,0.131
Adult_Data,9,"[0.1264, 0.1189, 0.1091, 0.1091, 0.1348, 0.1507, 0.1208, 0.111, 0.2251]",0,randomized,0.131
Adult_Data,9,"[0.1264, 0.1189, 0.1091, 0.1091, 0.1348, 0.1507, 0.1208, 0.111, 0.2251]",0,random_selection,0.126
Adult_Data,9,"[0.1264, 0.1189, 0.1091, 0.1091, 0.1348, 0.1507, 0.1208, 0.111, 0.2251]",0,sequential reconcile,0.109
Adult_Data,9,"[0.1264, 0.1189, 0.1091, 0.1091, 0.1348, 0.25, 0.1208, 0.111, 0.2251]",1,mode,0.126
Adult_Data,9,"[0.1264, 0.1189, 0.1091, 0.1091, 0.1348, 0.25, 0.1208, 0.111, 0.2251]",1,randomized,0.143
